,brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
116196,76,Hacker-Pschorr Bräu GmbH,1316882619,4.0,3.5,3.5,ianjsullivan,Märzen / Oktoberfest,3.5,4.0,Hacker-Pschorr Oktoberfest-Märzen,5.8,234
1444084,63,Deschutes Brewery,1241222899,5.0,5.0,5.0,EnojysAnyBeer,American Double / Imperial IPA,4.5,4.5,Hop Henge Experimental IPA,9.0,47434
1444570,63,Deschutes Brewery,1160956383,4.0,3.5,3.0,mentor,American Blonde Ale,4.0,4.0,Twilight Ale,5.0,17984
1110251,921,Privatbrauerei Bischoff,1213146519,2.0,2.5,3.5,Proteus93,Doppelbock,3.0,2.0,Doppelbock,7.5,29624
725928,10607,Sixpoint Brewery,1312518030,4.5,4.5,4.0,Goblinmunkey7,Rye Beer,4.5,4.0,Righteous Ale,6.4,23453
1331899,26,Three Floyds Brewing Co. & Brewpub,1321826791,4.5,4.0,4.0,pmlondrigan,American Pale Wheat Ale,4.0,4.5,Gumballhead,4.5,9478
676598,2426,Madison Brewing Co.,1213239374,4.0,4.0,3.0,fitzy84,American Pale Ale (APA),4.0,3.5,Crowtown Ale,,28655
751947,148,Belhaven Brewery Company Ltd.,1056733601,3.0,2.5,3.0,beerguy101,Scottish Ale,3.0,3.0,Belhaven Scottish Ale,5.2,1163
2843,25966,Pivovar Groll,1312342762,4.5,5.0,4.0,chinchill,Euro Dark Lager,3.0,4.5,LOTR Polotmavy 14,,71644
1104631,784,Tyranena Brewing Company,1286491499,4.0,4.5,4.0,jera1350,Pumpkin Ale,4.5,4.0,Painted Ladies Pumpkin Spice Ale,7.5,52900
46676,1,"Plzensky Prazdroj, a. s.",1304477507,3.5,3.5,3.0,madvermin,Czech Pilsener,3.5,3.5,Pilsner Urquell,4.4,429
1500353,259,Brouwerij St. Bernardus NV,1070140518,4.0,4.0,5.0,HardTarget,Quadrupel (Quad),4.5,4.5,St. Bernardus Abt 12,10.0,1708
15078,14,Cambridge Brewing Company,1088528988,4.0,4.0,3.5,Bierman9,Hefeweizen,4.0,4.0,Hefeweizen,6.0,507
250362,215,Bières de Chimay S.A.,1083417666,3.5,4.0,4.0,TerryW,Dubbel,3.5,3.5,Chimay Première (Red),7.0,672
1180646,10099,Dogfish Head Brewery,1173990657,4.0,4.0,4.0,Drew966,Witbier,4.0,4.0,Red & White,10.0,32435
957024,193,Anderson Valley Brewing Company,1281664556,3.5,3.5,4.0,metter98,Dubbel,3.5,3.5,Brother David's Belgian-style Double Ale,9.0,4168
1005976,637,Brasserie Dupont sprl,1246223983,4.0,3.5,3.5,schmitter,Saison / Farmhouse Ale,4.0,4.0,Saison Dupont,6.5,1717
1175386,10099,Dogfish Head Brewery,1069640697,5.0,4.0,5.0,ngandhi,American Double / Imperial IPA,5.0,4.5,90 Minute IPA,9.0,2093
640147,30,Avery Brewing Company,1180894940,3.5,3.0,3.0,WanderingFool,Witbier,3.5,3.5,White Rascal,5.6,9689
804738,18149,The Lost Abbey,1325640055,4.0,3.5,4.5,KDawg,Bière de Garde,4.0,3.5,Gift Of The Magi,10.0,37198
1363393,220,Lagunitas Brewing Company,1320000172,4.0,4.0,4.0,SWMeyer4141,Weizenbock,4.0,4.0,Bavarian-Styled Doppel Weizen,9.0,73131
262399,357,New England Brewing Co.,1264366967,4.0,4.5,4.0,woosterbill,English Barleywine,3.5,4.5,3 Judges Barleywine,11.0,19803
235525,1628,Southampton Publick House,1226968594,4.0,4.0,4.0,hopdog,Quadrupel (Quad),3.5,4.5,Southampton Abbot 12,10.5,4575
765021,144,Sprecher Brewing Company,1188528023,3.0,3.5,4.0,emerge077,Scotch Ale / Wee Heavy,3.5,4.0,Scotch Style Ale Aged In  Oak Bourbon Barrels,10.2,30806
930513,287,"Bell's Brewery, Inc.",1233972907,3.5,3.5,4.0,mothman,American Stout,4.0,3.5,Bell's Special Double Cream Stout,6.1,2403
1072802,2137,Breckenridge Brewery,1269792503,5.0,4.0,3.5,jculler82,American Double / Imperial IPA,4.0,4.5,471 IPA,9.2,22527
254495,1141,Brasserie Dieu Du Ciel,1234880075,4.5,4.0,5.0,JohnQVegas,American Double / Imperial Stout,4.5,4.5,Péché Mortel (Imperial Stout Au Cafe),9.5,10325
1550523,345,Victory Brewing Company,1288849066,4.5,3.5,4.0,scootny,Hefeweizen,4.0,4.5,Mad King's Weiss,6.2,1006
1545333,345,Victory Brewing Company,1247532643,4.0,4.0,4.0,runesead,American IPA,4.0,4.5,HopDevil Ale,6.7,1005
250742,215,Bières de Chimay S.A.,1278732196,4.5,4.0,3.0,StaveHooks,Dubbel,4.5,4.0,Chimay Première (Red),7.0,672
1460036,2681,Oskar Blues Grill & Brew,1223505245,3.5,4.0,4.5,twiggamortis420,Scotch Ale / Wee Heavy,3.5,3.5,Old Chub - Scottish Style Ale,8.0,14712
652159,16057,Maui Brewing Co.,1281451236,4.0,4.0,4.5,tr4nc3d,American IPA,4.0,4.0,Big Swell IPA,6.8,40628
1196187,9629,Short's Brewing Company,1297801934,1.0,3.0,2.5,Onenote81,Oatmeal Stout,3.5,2.0,Short's Uber Goober Oatmeal Stout,8.0,40171
1354032,10161,Birra Moretti (Heineken),1283030700,3.0,3.0,3.0,junjun,Euro Pale Lager,3.5,3.0,Birra Moretti,4.6,867
75260,140,Sierra Nevada Brewing Co.,1212079192,5.0,4.5,4.0,Risser09,American IPA,4.0,4.0,Sierra Nevada Southern Hemisphere Harvest Fresh Hop Ale,6.7,42533
1041248,173,Hair of the Dog Brewing Company / Brewery and Tasting Room,1325449879,4.0,4.0,4.0,TheManiacalOne,Old Ale,4.0,4.0,Adam,10.0,945
93301,140,Sierra Nevada Brewing Co.,1234118628,4.5,4.0,4.0,koopa,American IPA,4.0,4.5,Sierra Nevada Torpedo Extra IPA,7.2,30420
311489,35,Boston Beer Company (Samuel Adams),1192887940,4.0,5.0,4.0,jwc215,American Double / Imperial Pilsner,4.0,4.5,Samuel Adams Hallertau Imperial Pilsner,8.1,38591
1586364,14359,The Defiant Brewing Company,1163293414,4.0,4.0,4.5,NyackNicky,Extra Special / Strong Bitter (ESB),4.5,4.0,ESB,6.9,32948
595342,1549,Goose Island Beer Co.,1257800366,3.5,4.0,4.0,thedrewski86,English India Pale Ale (IPA),2.5,4.0,India Pale Ale,5.9,3968
852479,417,August Schell Brewing Company,1108689956,4.0,3.0,3.0,feloniousmonk,American Adjunct Lager,3.5,3.5,Grain Belt Premium,4.6,10364
1249795,18189,Earth Bread + Brewery,1230827485,4.0,3.5,4.0,akorsak,Extra Special / Strong Bitter (ESB),4.0,4.0,Schuylkill Bitter,,46877
956158,193,Anderson Valley Brewing Company,1170718291,5.0,3.0,3.5,stegmakk,Extra Special / Strong Bitter (ESB),3.5,4.0,Boont ESB,6.8,619
652000,16057,Maui Brewing Co.,1237254585,4.0,4.0,4.5,msubulldog25,American Porter,3.5,4.5,CoCoNut Porter,6.0,37795
976935,10397,Sly Fox Brewing Company,1177358801,3.0,3.5,3.0,NJpadreFan,Munich Dunkel Lager,3.0,3.5,Dunkel Lager,5.3,34018
626643,22157,Rivertown Brewing Co.,1302817162,3.5,3.5,3.5,projectflam86,Munich Helles Lager,4.0,3.5,Helles Lager,5.3,56561
340370,37,Brasserie d'Orval S.A.,1223355001,5.0,5.0,4.5,XXAmber,Belgian Pale Ale,5.0,5.0,Orval Trappist Ale,6.9,129
517962,113,Samuel Smith Old Brewery (Tadcaster),1133072892,4.0,3.0,4.0,wingnutter,Oatmeal Stout,3.5,4.0,Samuel Smith's Oatmeal Stout,5.0,571
828401,267,Odell Brewing Company,1294546438,4.5,3.5,4.0,northyorksammy,American Wild Ale,4.5,4.0,Odell DeConstruction Golden Ale,10.5,60731
1112009,141,Smuttynose Brewing Company,1269309413,4.5,3.5,5.0,abuliarose,Saison / Farmhouse Ale,3.5,4.0,Smuttynose Farmhouse Ale (Big Beer Series),9.3,28305
1078874,119,Otter Creek Brewing / Wolaver's,1176138779,4.0,3.5,4.0,Illinick,American Pale Ale (APA),3.5,4.0,Otter Creek Pale Ale,4.6,432
691526,252,Bayerische Staatsbrauerei Weihenstephan,1212372473,4.5,4.0,4.0,drperm,Hefeweizen,4.0,4.5,Weihenstephaner Hefeweissbier,5.4,731
1579342,22511,Hill Farmstead Brewery,1304709850,4.0,4.5,4.0,stakem,American Double / Imperial IPA,4.5,4.5,Ephraim,10.5,62172
1509586,652,Central Waters Brewing Company,1250447930,4.5,4.5,4.0,Slatetank,American IPA,4.0,4.0,Glacial Trail IPA,5.5,42189
357446,1177,Minneapolis Town Hall Brewery,1105760020,4.5,4.5,4.5,ZAP,American Porter,4.5,4.0,Black Snow Coffee Porter,5.0,21068
735568,256,Lost Coast Brewery and Cafe,1323219564,3.5,3.5,3.0,kojevergas,Fruit / Vegetable Beer,4.0,3.5,Tangerine Wheat,5.0,31931
619601,10097,Harpoon Brewery,1235762842,4.0,4.0,4.0,Seanibus,Rauchbier,3.5,3.5,Harpoon Rauchfetzen (100 Barrel Series #25),6.3,45668
346463,754,Erie Brewing Co.,1227491268,3.0,3.5,3.0,tmoneyba,Scotch Ale / Wee Heavy,3.0,3.5,Ol' Red Cease And Desist,10.1,39695
893514,147,Stone Brewing Co.,1177198213,4.0,4.5,4.5,blackie,American Strong Ale,4.0,3.5,Oaked Arrogant Bastard Ale,7.2,8951
1378795,180,Brouwerij Huyghe,1247448280,4.0,4.0,4.0,ShogoKawada,Belgian Strong Dark Ale,5.0,5.0,Delirium Nocturnum,8.5,1421
842672,72,Weisses Bräuhaus G. Schneider & Sohn GmbH,1308713640,4.5,4.0,4.5,Nerudamann,Weizenbock,4.0,4.5,Schneider-Brooklyner Hopfen-Weisse,8.2,37774
421871,73,Great Lakes Brewing Company,1167610996,5.0,4.5,4.5,CAMRAhardliner,American Porter,5.0,4.5,Great Lakes Edmund Fitzgerald Porter,5.8,226
408007,694,Tröegs Brewing Company,1321672311,3.5,3.5,4.0,smxr88,American Pale Ale (APA),3.0,3.5,Tröegs Pale Ale,5.4,2619
1320601,28,Anchor Brewing Company,1127761205,4.0,4.5,4.5,tempest,American Porter,4.0,4.5,Anchor Porter,5.6,61
1380835,180,Brouwerij Huyghe,1138149604,4.0,4.5,4.5,OStrungT,Belgian Strong Pale Ale,4.5,5.0,Delirium Tremens,8.5,1385
1211382,898,Heavy Seas Beer,1325665813,3.5,4.5,3.5,illidurit,Pumpkin Ale,3.0,3.0,Heavy Seas - The Great'er Pumpkin,9.0,60505
127053,877,River Horse Brewing Co.,1244153721,4.5,3.0,4.0,originalsin,Euro Pale Lager,3.5,3.0,River Horse Lager,5.0,2829
300217,35,Boston Beer Company (Samuel Adams),1105422064,5.0,4.0,4.0,bigbeerdrinka,Bock,4.5,4.5,Samuel Adams Chocolate Bock,5.8,14309
1190892,10099,Dogfish Head Brewery,1213139560,4.5,4.0,4.0,fank2788,American IPA,4.0,4.0,ApriHop,7.0,3951
1238212,588,Krogh's Restaurant And Brewpub,1030178268,3.5,3.0,3.0,ElGuapo,American Adjunct Lager,3.0,3.0,Krogh' S Gold,,5647
794692,11856,Syndicate Restaurant & Brewery,1122346628,3.0,3.5,3.5,northyorksammy,English Pale Ale,3.5,3.0,Niagaras Best Blonde Premium Ale,5.0,24963
1367612,220,Lagunitas Brewing Company,1208057146,4.5,4.5,4.0,IPAcraig,Russian Imperial Stout,5.0,4.0,Lagunitas Imperial Stout,9.9,1373
108884,816,Granite Brewery & Restaurant,1250809980,4.0,4.0,4.5,biboergosum,English Strong Ale,4.0,4.0,Peculiar,5.6,7976
239134,48,Brouwerij Van Steenberge N.V.,1198800921,3.0,3.5,4.5,wheelinshirt,Flanders Oud Bruin,4.0,4.0,Monk's Café Flemish Sour Ale,5.5,10482
1280313,224,St. Pauli Brauerei C.L. Wilh. Brandt Gmbh & Co.,1266464476,3.5,3.0,3.5,Duff27,German Pilsener,4.0,3.0,St. Pauli Girl,4.9,700
710717,1471,Dark Horse Brewing Company,1285691503,4.5,4.0,4.0,Anthony1,American Double / Imperial IPA,4.0,4.5,Dark Horse Double Crooked Tree IPA,13.6,22381
1372434,12985,Laughing Dog Brewing,1275778749,4.0,3.5,3.5,BigBry,American Pale Ale (APA),3.5,4.0,Laughing Dog Pale Ale,5.5,27814
1236948,604,Brasserie Dubuisson Frères sprl,1272225902,4.0,5.0,4.5,roblowther,Belgian Strong Dark Ale,4.5,4.5,Bush De Nuits,13.0,46688
757819,322,Brouwerij Smisje,1265280959,2.5,1.5,2.5,GRG1313,Belgian Strong Pale Ale,3.0,2.0,'t Smisje Fiori,9.0,46570
712268,1471,Dark Horse Brewing Company,1249446411,3.5,4.5,3.5,birchstick,American IPA,2.5,3.5,Dark Horse Crooked Tree IPA,6.0,5385
1561618,413,Grand Teton Brewing Co.,1124659878,3.5,3.5,4.0,BeerManDan,American Pale Wheat Ale,3.5,4.0,Wheat Ale,,25392
850353,417,August Schell Brewing Company,1143865952,4.5,4.0,4.0,plaztikjezuz,Altbier,4.0,4.0,Schmaltz's Alt,5.1,1803
581730,126,Pete's Brewing Company,1122934775,4.0,3.5,4.0,Gagnonsux,English Brown Ale,3.5,4.0,Pete's Wicked Ale,5.5,1397
935066,287,"Bell's Brewery, Inc.",1109959718,3.5,3.5,3.5,masterbruewer,American IPA,3.5,3.5,Two Hearted Ale,7.0,1093
338289,16353,Hopworks Urban Brewery,1326060332,4.0,3.5,4.0,Rifugium,American Stout,3.5,3.5,"Survival ""7-Grain"" Stout",5.3,43087
1111715,3081,Shaw Wallace & Company Ltd.,1281158288,3.5,3.0,3.0,Gobzilla,American Malt Liquor,3.5,3.0,Haywards 5000 Super Premium Beer,7.0,7357
389157,3,Abita Brewing Co.,1274516345,2.5,3.0,4.0,SAtaMi,American IPA,3.0,3.0,Jockamo IPA,6.5,39390
1262067,112,North Coast Brewing Co.,1236473635,3.5,3.5,5.0,Reagan1984,Belgian Strong Dark Ale,3.5,3.0,Brother Thelonious,9.4,30282
264543,68,Flying Dog Brewery,1297976774,5.0,4.5,5.0,Crossmd,Belgian IPA,4.5,5.0,Raging Bitch Belgian-Style IPA,8.3,52855
1488567,23980,Yuengling Brewery ,1227898093,4.0,3.0,4.0,Goliath,American Amber / Red Lager,4.0,3.5,Yuengling Traditional Lager,4.4,1351
603528,696,Thomas Hooker Brewing Company,1289955727,4.0,4.5,4.0,ThirstyBird,Doppelbock,5.0,4.0,Thomas Hooker Liberator Doppelbock,8.0,15589
267794,68,Flying Dog Brewery,1077110624,4.5,4.0,4.5,Billolick,American Pale Ale (APA),4.5,4.0,Doggie Style Classic Pale Ale,5.5,1213
178252,1475,Maumee Bay Brewing Company,1259361493,4.0,4.0,2.5,Brenden,Vienna Lager,4.0,3.5,Strange Brew,6.1,54391
1294288,4632,Pumphouse Brewery,1177729943,3.5,3.5,5.0,mentor,American Amber / Red Ale,4.0,4.0,Red Alert Ale,5.6,16798
340388,207,Brasserie de Rochefort,1232329682,4.0,3.5,4.0,Mauerhan,Quadrupel (Quad),3.5,4.0,Trappistes Rochefort 10,11.3,645
298427,35,Boston Beer Company (Samuel Adams),1241932413,3.5,3.5,3.0,Duhast500,Bock,3.0,3.5,LongShot Traditional Bock,6.8,46923
952492,9784,Zero Gravity Craft Brewery / American Flatbread,1280781824,4.5,4.0,4.5,Brad007,American Amber / Red Ale,4.0,4.5,Local Potion (Sean Lawson Collaboration Brew),5.1,60058
393127,3,Abita Brewing Co.,1286675888,4.0,4.0,4.0,SpdKilz,German Pilsener,4.0,4.0,SOS (Save Our Shore),7.0,60284
919826,16503,Right Brain Brewery,1293153143,3.5,4.0,3.5,LilBeerDoctor,American IPA,3.5,4.0,Spiny Norman IPA,5.7,59450
426814,176,Würzburger Hofbräu AG,1235258023,3.5,3.5,3.0,Nascartailgatefa,Hefeweizen,3.0,4.5,Julius Echter Hefe-Weissbier Hell,4.9,613
579783,2210,Firestone Walker Brewing Co.,1298703004,3.5,4.5,4.5,KevinBrewer,American Double / Imperial IPA,4.0,4.5,Double Jack,9.5,50697
29707,1199,Founders Brewing Company,1247066240,4.0,4.0,4.0,rfgetz,American Double / Imperial IPA,4.5,4.5,Founders Double Trouble,9.4,34146
209725,192,New Belgium Brewing,1308709724,4.5,4.5,4.0,TheManiacalOne,American IPA,4.0,4.0,Ranger,6.5,55081
860943,2240,Papago Brewing,1174350720,4.0,4.0,3.5,Gash,Dubbel,4.0,4.5,Little Brother,7.5,32255
1423091,1151,Piece Brewery & Pizzeria,1201416375,4.5,4.0,4.5,tmitch75,Rye Beer,4.0,4.5,Worryin' Ale,5.0,7020
1432560,169,Stella Artois,1160360305,3.0,3.0,3.0,Morris729,Euro Pale Lager,3.0,3.0,Stella Artois,5.0,449
1324370,28,Anchor Brewing Company,1324951338,4.0,5.0,4.5,ZPB,Winter Warmer,3.5,4.0,Our Special Ale 2011 (Anchor Christmas Ale),5.5,74323
1017355,12547,The Livery,1276650348,4.0,5.0,3.5,FeDUBBELFIST,Belgian IPA,4.0,4.5,The 5th Dimension,9.5,49573
516933,113,Samuel Smith Old Brewery (Tadcaster),1309993293,4.5,4.0,4.0,Kromes,English Strong Ale,4.5,4.5,Samuel Smith's Yorkshire Stingo,9.0,46749
753546,10153,Pisgah Brewing Co.,1266072130,4.5,4.5,4.0,GbVDave,American Double / Imperial Stout,4.5,4.5,Pisgah Valdez,6.8,39893
1433034,19544,Fat Heads Brewery & Saloon,1250528978,4.0,4.5,3.5,Kegatron,American Pale Ale (APA),4.0,4.0,Pack-A-Wallop S.P.A.,6.0,51386
465723,392,Weyerbacher Brewing Co.,1321140634,4.0,5.0,3.5,koopa,Old Ale,4.0,3.5,Idiot's Drool,12.0,73862
848010,1587,Williamsburg Brewing Company,1026388517,4.5,4.5,4.0,ThreePistols,Baltic Porter,4.5,4.5,Williamsburg Porter,6.8,4397
999710,10707,Trader Joe's Brewing Company,1317581804,3.5,3.5,4.0,wedge,Märzen / Oktoberfest,3.5,3.5,Josephs Brau Oktoberfest,5.3,33209
1125315,105,Miller Brewing Co.,1256250504,3.0,3.0,2.0,tone77,American Adjunct Lager,3.0,2.5,Milwaukee's Best Premium,4.5,1286
338773,207,Brasserie de Rochefort,1176417249,4.0,4.5,4.5,jackorain,Dubbel,4.5,4.5,Trappistes Rochefort 8,9.2,1696
873276,147,Stone Brewing Co.,1163451280,4.0,4.0,4.5,clickpush,American Double / Imperial IPA,4.0,4.5,Stone 10th Anniversary IPA,10.0,32360
1450854,17278,Crown Brewing,1284428428,2.0,3.0,3.5,mrandypandy,American Pale Ale (APA),3.5,2.0,Replicale Pale Ale,6.0,61846
1207328,898,Heavy Seas Beer,1186277778,4.0,4.5,4.0,clemtig76,Weizenbock,4.0,4.0,Heavy Seas - Hang Ten (Weizen Doppelbock),10.0,37323
1285950,335,New Holland Brewing Company,1314664309,3.0,2.5,4.0,tvv375ia,American Stout,3.5,2.5,New Holland Dragon's Milk Oak Barrel Ale,10.0,5428
1498611,1285,Milly's Tavern,1019319252,4.0,4.0,4.0,Bierman9,American IPA,4.0,4.5,Milly's Manch-Vegas IPA,5.4,3426
592566,1549,Goose Island Beer Co.,1268888551,4.5,5.0,5.0,jmbranum,American Double / Imperial Stout,5.0,5.0,Bourbon County Brand Stout,14.5,10672
1226924,1371,Stepan Razin Brewery,1109346858,2.0,1.5,3.0,DrunkMcDermott,Euro Pale Lager,3.0,3.0,Petrovskoye,4.5,10397
182006,396,AleSmith Brewing Company,1192350149,4.0,4.5,4.0,gwood,American IPA,4.5,4.5,AleSmith IPA,7.25,3916
1267489,112,North Coast Brewing Co.,1220632691,4.0,4.0,5.0,Bananaman,Old Ale,4.0,4.5,Old Stock Ale,11.9,1867
724559,14078,Half Pints Brewing Company,1156035709,4.0,4.0,4.0,trevorwideman,American Amber / Red Ale,3.5,4.0,Bulldog Amber Ale,5.4,32370
655330,57,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",1251243946,2.0,1.5,2.0,LumpyGuitar,American Adjunct Lager,2.0,2.5,Sol,4.5,2803
61339,16866,The Bruery,1294792122,4.5,4.5,4.0,alpinebryant,Belgian Strong Pale Ale,4.0,4.5,Provisions Series: Premiére,10.0,61153
1179468,10099,Dogfish Head Brewery,1319249526,3.5,3.5,4.0,kawilliams81,Belgian Strong Dark Ale,4.0,3.0,Raison D'etre,8.0,1180
817420,99,Matt Brewing Company,1135492615,3.0,3.5,4.0,unknownlamer,Black & Tan,3.5,3.5,Saranac Black & Tan,5.4,906
1141135,863,Russian River Brewing Company,1263084872,5.0,4.5,4.5,corby112,American Wild Ale,5.0,5.0,Deviation - Bottleworks 9th Anniversary,6.83,41928
1217858,4,Allagash Brewing Company,1107376937,3.0,3.0,3.0,rastaman,Belgian Pale Ale,3.0,3.0,Allagash Summer Ale,5.0,9564
523926,113,Samuel Smith Old Brewery (Tadcaster),1248045019,5.0,4.5,5.0,PepitoneConQueso,Russian Imperial Stout,4.5,5.0,Samuel Smith's Imperial Stout,7.0,782
400939,694,Tröegs Brewing Company,1303704100,4.0,3.5,4.0,Fluke828,Oatmeal Stout,4.0,3.5,Tröegs Java Head Stout,7.5,52128
113134,716,Asahi Breweries Ltd,1237838483,4.0,2.0,3.0,Stunner97,Japanese Rice Lager,2.5,2.5,Asahi Super Dry,5.0,2779
193452,2743,Green Flash Brewing Co.,1181273668,5.0,4.5,4.5,joecast,American Double / Imperial IPA,4.5,4.5,Green Flash Imperial India Pale Ale,9.4,34085
133872,5318,Port Brewing Company / Pizza Port,1238041684,3.0,5.0,4.0,xhcadamx,American Double / Imperial IPA,2.5,4.0,Hop 15,10.0,31323
439189,4928,Liberty Steakhouse & Brewery,1080059713,4.5,4.0,4.0,WVbeergeek,Irish Dry Stout,3.5,4.0,Dry Irish Stout,,16762
532294,281,"Tsingtao Brewery Co., Ltd.",1316962375,3.0,2.0,3.5,dbaker61,Schwarzbier,2.5,3.0,Shanshui Black Beer,4.7,73443
1531185,45,Brooklyn Brewery,1254062051,4.0,3.0,3.0,johannasclimacus,Pumpkin Ale,4.0,4.0,Post Road Pumpkin Ale,5.0,74
396750,9922,Brasserie Des Trois Fontaines,1090876321,4.0,4.0,4.0,Bourre,Belgian Pale Ale,4.0,4.0,La Mandubienne,6.5,18954
773781,42,Brewery Ommegang,1006204023,5.0,4.0,5.0,mmthompson33,Saison / Farmhouse Ale,5.0,4.0,Hennepin (Farmhouse Saison),7.7,141
324302,447,Pabst Brewing Company,1265586717,3.5,2.5,3.0,Otsaika,American Adjunct Lager,3.0,3.0,Pabst Blue Ribbon (PBR),4.74,1331
1421834,738,Brasserie Fantôme,1214106703,4.0,3.5,4.5,ejquin,Belgian Strong Dark Ale,4.0,4.0,Fantôme Black Ghost,8.0,15278
818632,99,Matt Brewing Company,1297908295,4.0,3.5,4.0,schoolboy,Irish Dry Stout,4.0,4.0,Saranac Irish Stout,5.5,55183
307409,35,Boston Beer Company (Samuel Adams),1296249490,4.0,4.0,4.0,Dadoftwogirls,Czech Pilsener,4.0,4.0,Samuel Adams Noble Pils,4.9,54904
1006250,637,Brasserie Dupont sprl,1314053690,4.0,3.5,4.0,charlzm,Saison / Farmhouse Ale,3.5,4.0,Saison Dupont,6.5,1717
462288,559,Speakeasy Ales & Lagers,1297112302,4.5,4.0,4.0,nezelrac,American Amber / Red Ale,4.0,4.0,Prohibition Ale,6.1,1468
583026,123,"Paper City Brewery Co., Inc.",1102728824,3.0,3.5,3.5,ybnorml,American Blonde Ale,3.0,2.5,One Eared Monkey,6.0,16586
1533841,1534,Brouwerij Het Anker,1089155339,4.0,4.0,4.0,rdrummer,Belgian Strong Dark Ale,4.5,4.5,Gouden Carolus Classic,8.5,4106
1233322,367,"Boon Rawd Brewery Co., Ltd",1153076783,3.5,2.5,3.0,Romulus141,Euro Pale Lager,3.0,3.0,Singha,5.0,976
819464,99,Matt Brewing Company,1194921730,3.5,3.5,4.0,cyberbmcd,Scotch Ale / Wee Heavy,3.5,3.5,Saranac Scotch Ale,5.4,820
203056,192,New Belgium Brewing,1262156545,4.0,4.0,4.0,Durge,Belgian Dark Ale,4.0,4.0,1554 Enlightened Black Ale,5.6,1914
26167,1199,Founders Brewing Company,1143688172,3.0,3.5,4.0,brewdlyhooked13,Fruit / Vegetable Beer,4.0,3.5,Founders Rübæus,6.9,23474
1355176,220,Lagunitas Brewing Company,1321926643,4.5,3.5,3.5,russpowell,American Double / Imperial IPA,4.0,4.5,Lagunitas Sucks Holiday Ale,7.85,74986
458145,1032,Five Seasons Prado,1317053943,3.5,3.5,4.0,BEERchitect,Czech Pilsener,3.5,3.0,Happy Pils,4.5,61632
525477,661,Muskoka Brewery,1296566486,4.0,4.5,4.0,tbeckett,American Double / Imperial Stout,3.5,3.5,Muskoka Double Chocolate Cranberry Stout,8.0,64132
215914,10836,Roosterfish Brewing Co.,1277090482,2.5,3.0,3.5,TheSevenDuffs,American Double / Imperial IPA,3.5,2.5,Hop Warrior Imperial IPA,8.0,55253
651362,30,Avery Brewing Company,1205454313,3.0,3.5,3.5,turbine2475,Belgian Strong Pale Ale,3.5,4.0,Salvation,9.0,4072
502500,132,Rogue Ales,1160411008,4.5,3.5,3.0,MeLikeBeer,American Amber / Red Ale,4.5,4.0,American Amber Ale,5.6,363
1278474,162,Ipswich Ale Brewery,1239232750,3.5,3.5,4.0,Jwale73,American IPA,3.5,3.5,Ipswich India Pale Ale (I.P.A.),6.5,259
708184,1471,Dark Horse Brewing Company,1310875279,4.0,4.0,4.0,Janderson91,Russian Imperial Stout,4.5,4.0,Plead The 5th Imperial Stout,12.0,45073
1119075,141,Smuttynose Brewing Company,1239572696,4.5,5.0,4.5,mackd,American IPA,5.0,5.0,"Smuttynose IPA ""Finest Kind""",6.9,16403
392509,3,Abita Brewing Co.,1107656502,3.0,3.0,3.5,rajendra82,Fruit / Vegetable Beer,2.5,2.5,Purple Haze,4.2,7
417572,73,Great Lakes Brewing Company,1166072344,3.5,4.0,4.0,MuenchenerKindl,Winter Warmer,4.0,3.5,Great Lakes Christmas Ale,7.5,1576
588366,1549,Goose Island Beer Co.,1248923278,4.5,4.0,3.5,allengarvin,Dubbel,4.5,4.5,Pere Jacques,8.0,16807
1432148,169,Stella Artois,1229871204,4.5,3.0,3.0,junjun,Euro Pale Lager,3.5,3.5,Stella Artois,5.0,449
300950,35,Boston Beer Company (Samuel Adams),1294021424,4.0,3.5,3.5,rsgcwhite,Schwarzbier,4.0,4.0,Samuel Adams Black Lager,4.9,21300
1056395,200,Mendocino Brewing Company,1116542144,3.5,3.5,4.0,WesWes,Black & Tan,4.0,3.5,Black Eye Ale,6.5,2397
482244,388,Brasserie Cantillon,1239498975,4.0,5.0,4.0,LauraAlberts,Lambic - Fruit,3.5,4.5,Cantillon Saint Lamvinus,6.0,8954
127136,877,River Horse Brewing Co.,1133707619,3.5,3.0,3.0,brewandbbq,Belgian Dark Ale,2.5,3.0,River Horse Belgian Freeze Belgian Style Winter Ale,8.0,41722
80171,140,Sierra Nevada Brewing Co.,1227877643,4.0,4.0,4.0,OtherShoe2,American Porter,3.5,4.0,Sierra Nevada Porter,5.6,279
184472,396,AleSmith Brewing Company,1152115149,4.0,3.5,3.0,biegaman,Belgian Strong Pale Ale,3.5,4.0,AleSmith Horny Devil,11.0,2361
1495538,2447,Coronado Brewing Company,1322269729,4.0,4.0,4.0,HopHead84,American Barleywine,4.0,4.0,Barleywine,10.3,75706
1502485,259,Brouwerij St. Bernardus NV,1162423083,4.5,4.5,5.0,Metalmonk,Tripel,3.5,5.0,Watou Tripel,7.5,1854
